,block_timestamp,from_address,to_address,value,from_address_type,to_address_type
57,2021-09-24 22:00:02 UTC,0x5990077684b3883e5b0f6a9bf2c68be4599e81b3,0x5990077684b3883e5b0f6a9bf2c68be4599e81b3,0.0,EOA,EOA
58,2021-09-24 22:54:56 UTC,0xa8b5182fb7bb1dcba3fa44ec3ea11833451a5c3b,0xff6892a18180aa73a05db03d6e8406deba408d9a,0.0921599667072152,EOA,EOA
59,2021-09-24 01:01:44 UTC,0xced0d533150a6eb71da83a998d3ab4e900f599ae,0xced0d533150a6eb71da83a998d3ab4e900f599ae,0.0,EOA,EOA
60,2021-09-24 01:01:44 UTC,0x3cd751e6b0078be393132286c442345e5dc49699,0xd2e35f9155828732c4fc4b0ae4bd22a259973e5b,0.02125,EOA,EOA
61,2021-09-24 01:01:44 UTC,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xe330b7f52577b9425d40a9839cad3bd4fd440bff,0.07189222,EOA,EOA
62,2021-09-24 01:01:44 UTC,0x82a56ab730cb87466efa8cae21c5f6dae07cf246,0x4f6742badb049791cd9a37ea913f2bac38d01279,1.994169289,EOA,EOA
63,2021-09-24 01:01:44 UTC,0x19afc9d90e02e7e643010a374fae0ff488f64c22,0x19afc9d90e02e7e643010a374fae0ff488f64c22,0.0,EOA,EOA
64,2021-09-24 01:01:44 UTC,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0x954bdd86194319f59692ab9a92228a348b00e5cf,0.00511474,EOA,EOA
65,2021-09-24 01:01:44 UTC,0x777d0dcc4615ccfe3e575c20219fdf0bbe8251c7,0xfd70c2fee7267c67f630697b7b2f0f356b05ca46,1.3285378e-11,EOA,Contract
66,2021-09-24 01:01:44 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x6cf879fbb0da9445550e69a4b993142bc2066726,0.22978991,EOA,EOA
67,2021-09-24 01:01:44 UTC,0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0xf5144ef76f7d9fdcf9a837e7ff67f1e309d67ba7,0.02125,EOA,EOA
68,2021-09-24 01:01:44 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x422f1a8e15f942f0cd72043a3b5e1bcbd0890dcb,0.28436086,EOA,EOA
69,2021-09-24 01:01:44 UTC,0xfc2e092d503be4ca6b6c7c27516a5a769ede50a3,0x4f6742badb049791cd9a37ea913f2bac38d01279,1.9785149,EOA,EOA
70,2021-09-24 01:01:44 UTC,0x3cd751e6b0078be393132286c442345e5dc49699,0x56413cf4c7ce789b8a628a666893b7f8f0c03d69,0.02275,EOA,EOA
71,2021-09-24 01:01:44 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x15e6906a3bf7d4f086616b381da366053a078b61,0.02929328,EOA,EOA
72,2021-09-24 01:01:44 UTC,0x3cd751e6b0078be393132286c442345e5dc49699,0x96e8fe738acb7a9effdc02a37b4ff9ac4f56b703,0.21808952,EOA,EOA
73,2021-09-24 01:01:44 UTC,0xced0d533150a6eb71da83a998d3ab4e900f599ae,0xced0d533150a6eb71da83a998d3ab4e900f599ae,0.0,EOA,EOA
74,2021-09-24 01:54:42 UTC,0x0000a0756737268a633cd9296f1b154cf74430b6,0x0000006daea1723962647b7e189d311d757fb793,0.0,EOA,Contract
75,2021-09-24 02:45:08 UTC,0x24b23bb643082026227e945c7833b81426057b10,0x112536829069ddf8868de6f8283ea7c3cd3e6743,0.0,EOA,Contract
76,2021-09-24 03:39:15 UTC,0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0xaef398de38e160f4c2e80b787f3e6735293580b9,0.14697362,EOA,EOA
77,2021-09-24 05:35:14 UTC,0x389044f3ac7472060a0618116e3624a5f0f20f28,0x9bfbe65c1d3a0ed84d035bb73779658240ba8d18,0.264103321272468,EOA,EOA
78,2021-09-24 05:35:14 UTC,0x7ac7398fbf5b495bc4e7683600586c6bfd84e80c,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,20.0,EOA,Contract
79,2021-09-24 05:35:14 UTC,0x51836a753e344257b361519e948ffcaf5fb8d521,0x1ca347668027e29c4e7106f268eeae5df58b5335,0.17293323,EOA,EOA
80,2021-09-24 08:31:07 UTC,0xa314e7d9bb472436c9d07cc92907d971a7a31780,0x07a13eea351d501cfedf96bda8528bbc71ca5d80,0.05,EOA,Contract
81,2021-09-24 08:31:07 UTC,0x297b2daf01cc052514a53726ae800c4035053a20,0x48fb253446873234f2febbf9bdeaa72d9d387f94,0.0,EOA,Contract
82,2021-09-24 08:31:07 UTC,0x14a52285b216ee6562e717f21a01e056fd16c676,0x28130d2f98c3130a04d338df6081ef607664a0b9,0.0,EOA,Contract
83,2021-09-24 08:31:07 UTC,0x9783ce8b4afdd94948219c88522b51e984a5c98b,0x9783ce8b4afdd94948219c88522b51e984a5c98b,0.0,EOA,EOA
84,2021-09-24 08:31:07 UTC,0x9394af1967ed68ea22f90573431d4b132b799e1c,0x4a4e2d4859af854d2a3fc6df295843d21e70cc78,0.0,EOA,Contract
85,2021-09-24 08:31:07 UTC,0xff36b9cb75c9178841d8b75baf9776bfa59fbe9d,0x69a95185ee2a045cdc4bcd1b1df10710395e4e23,0.0,EOA,Contract
86,2021-09-24 09:23:50 UTC,0x5fa32becb8ac66a3a1307f1849916a3aa4b06a41,0x07a13eea351d501cfedf96bda8528bbc71ca5d80,0.05,EOA,Contract
87,2021-09-24 09:23:50 UTC,0x832465d980d9872e79c72b1b940bf345691569e3,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,EOA,Contract
88,2021-09-24 11:21:21 UTC,0x2574b705c7ab888bb892da156486392fbb58ae9b,0x94bdf9f89d6e6639912308cf84844e0e9befcd56,1.875811272591995,EOA,EOA
89,2021-09-24 18:07:55 UTC,0x4b8a6a3a657ba4568bd582fffe776a325a8616af,0xddb3422497e61e13543bea06989c0789117555c5,0.0,EOA,Contract
90,2021-09-24 18:07:55 UTC,0xf9db0104a9bb72350941038d448d5721aca6981c,0x6317c4cab501655d7b85128a5868e98a094c0082,0.70874,EOA,Contract
91,2021-09-24 18:07:55 UTC,0xb06655296e296600c41d6f3c656b0bedd426f82a,0xf6874c88757721a02f47592140905c4336dfbc61,0.0,EOA,Contract
92,2021-09-24 19:03:16 UTC,0x08e7eb07bcd4be629bab1b619116a49ea141db98,0x2cfcbf304415d87611e89fd284ed362cf6ba5141,0.1,EOA,Contract
93,2021-09-24 19:58:49 UTC,0x2da950f79d8bd7e7f815e1bbc43ecee2c7e7f5d3,0xd2dda223b2617cb616c1580db421e4cfae6a8a85,0.0,EOA,Contract
94,2021-09-24 20:58:16 UTC,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0x179707fc28722cd584ac7c14f0657ffa985810d2,0.07797302,EOA,EOA
95,2021-09-24 20:58:16 UTC,0x8639f00176ed81f6be7e45f3443861c064f7fd6f,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0.0,EOA,Contract
96,2021-09-24 20:58:16 UTC,0x75a243cb48a7b7a5ce1776d267745ece3de9c6dd,0x71c99b3b2b2ca1e29eb05dfe0e12c75799c744cf,0.0,EOA,Contract
97,2021-09-24 20:58:16 UTC,0x30da3d7a865c934b389c919c737510054111ab3a,0xc55c2175e90a46602fd42e931f62b3acc1a013ca,0.0,EOA,Contract
98,2021-09-24 20:58:16 UTC,0x9818d3bb120f662f8c7789405abf9dbceb5f4fc4,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0.0098,EOA,Contract
99,2021-09-24 20:58:16 UTC,0x7a349a913243c84b428ccae73f1a6636235b151a,0xe440654a00b757446b4914c56ad56a804a6bc6af,0.12,EOA,Contract
