,block_timestamp,from_address,to_address,value,from_address_type,to_address_type
1,2021-09-24 01:01:04 UTC,0x1c26d94a07b820b759581792a2eaff2fde3d250f,0x018d5c4783f5317815f6e8168942a12adde3cd3c,0.0,EOA,Contract
2,2021-09-24 03:38:42 UTC,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0x893e228cecb7a39645ab9ab2966b71e7d8d94cef,0.06753826,EOA,EOA
3,2021-09-24 04:37:14 UTC,0x14631c27771e7021fe4093a67b9a90353d64e951,0x07a13eea351d501cfedf96bda8528bbc71ca5d80,0.05,EOA,Contract
4,2021-09-24 06:34:41 UTC,0xd5a06ac60905636f8c66f8ea1c662a1bfa2af9d1,0x0ee0cb563a52ae1170ac34fbb94c50e89adde4bd,0.0,EOA,Contract
5,2021-09-24 09:23:45 UTC,0x6e551048cb8f6f94632206a25628807d76432126,0x0000000089341e263b85d84a0eea39f47c37a9d2,0.0,EOA,Contract
6,2021-09-24 09:23:45 UTC,0x50e7b0f8b2811a7877191c3d2be56bc191772601,0x8951f25adcc7c3256dd9b521ed726fb587a46d52,0.04813078166702913,EOA,EOA
7,2021-09-24 09:23:45 UTC,0x7280f362f56930e99f40da673a17b62f5077f978,0x000000c778adda98963d8b8152229e55f92950cd,0.0,EOA,Contract
8,2021-09-24 12:16:18 UTC,0x8fa6521bd55c981b27cc7dae33754dee86125e0a,0x510e8fdfdfe54907065ab4478d1ddb8495e42ec2,0.013084472051807247,EOA,EOA
9,2021-09-24 12:16:18 UTC,0x000000a23c3512d4aab1129564b7e4e1ff571287,0x0000006daea1723962647b7e189d311d757fb793,0.0,EOA,Contract
10,2021-09-24 12:16:18 UTC,0xb06cf21bb0a6d0de5304827b8176e884f635b7c0,0x0b7ffc1f4ad541a4ed16b40d8c37f0929158d101,0.0,EOA,Contract
11,2021-09-24 13:16:31 UTC,0x61d5671f003f8aee1afd2c268bf8907d4911d19e,0xec0d3f28d37a3393cf09ee3ad446c485b6afdaa3,0.0,EOA,Contract
12,2021-09-24 13:16:31 UTC,0x7bc1c2e788a30208150addd5020723d7a978b7dd,0x1c5ed03149b1fd5efe12828a660c7b892c111ba4,0.1,EOA,Contract
13,2021-09-24 14:14:25 UTC,0x30b8235f492265a734347c0bf36e2ffcad887be2,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0.0,EOA,Contract
14,2021-09-24 15:18:35 UTC,0xd869decd794d2a6bcfb760d3113ef9cfb7681f98,0xd153f0014db6d1f339c6340d2c9f59214355d9d7,0.0,EOA,Contract
15,2021-09-24 16:16:33 UTC,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,0.0,EOA,Contract
16,2021-09-24 16:16:33 UTC,0x22dde91dba0fac29b82536788d478af7a6e6eec5,0x573b25158267a67c1608b2e4d633121737b99f37,0.346943,EOA,Contract
17,2021-09-24 19:02:57 UTC,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0x6139fbb2f9ff42eee1dd32c690eca07fe07644b5,0.02554114,EOA,EOA
18,2021-09-24 19:02:57 UTC,0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,0x6f259637dcd74c767781e37bc6133cd6a68aa161,0.0,EOA,Contract
19,2021-09-24 21:59:39 UTC,0x005fde5294199d5c3eb5eb7a6e51954123b74b1c,0x4a137fd5e7a256ef08a7de531a17d0be0cc7b6b6,0.0,EOA,Contract
20,2021-09-24 23:53:11 UTC,0xa81676489a3acefc0ca8d6288987b0f1fc86173d,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0.00376701364746,EOA,Contract
21,2021-09-24 01:01:21 UTC,0xa218a9dc8de331e783584f70331437a518399b46,0x0cfb5d82be2b949e8fa73a656df91821e2ad99fd,0.05,EOA,Contract
22,2021-09-24 01:01:21 UTC,0xe093f57e9092c48968b14bf284cd4fdbb111ef6c,0xfe09e53a81fe2808bc493ea64319109b5baa573e,0.0,EOA,Contract
23,2021-09-24 01:01:21 UTC,0x19cfdf5bc6f703ed3e759c29d475c96f748d31d6,0x414c5e3716bcec4b2373108b187914215695627a,0.18,EOA,Contract
24,2021-09-24 01:01:21 UTC,0x99f743d9e1db6bd9ac6cb27e4ae2d40cfe6de1cb,0x4f6742badb049791cd9a37ea913f2bac38d01279,2.0448818114,EOA,EOA
25,2021-09-24 01:01:21 UTC,0x1dc34a7e73ea2ebeaa262090a3898c3dd29823a7,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0.085,EOA,Contract
26,2021-09-24 01:01:21 UTC,0x3c02290922a3618a4646e3bbca65853ea45fe7c6,0xf411903cbc70a74d22900a5de66a2dda66507255,0.0,EOA,Contract
27,2021-09-24 01:54:40 UTC,0x1288eb773f9ab5fd2368c870f02aaf97a7bfce9c,0x5e9dc633830af18aa43ddb7b042646aadedcce81,0.176,EOA,Contract
28,2021-09-24 02:45:06 UTC,0x332b0483d5bc40e7613451aa4812b44dd989f297,0x3a9cd4c36b4ff8c51ddcf6bf6da927fec156460d,0.0,EOA,Contract
29,2021-09-24 02:45:06 UTC,0xafe6520e39b77158e15b3377c1528b590a887800,0xd4275e04dbe82526e4a17ac0fb8f509b6080a455,0.0,EOA,Contract
30,2021-09-24 03:38:50 UTC,0x0f769e9fe7430b04d2173ba65e093917475852b5,0xf1f3ca6268f330fda08418db12171c3173ee39c9,0.0,EOA,Contract
31,2021-09-24 03:38:50 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x3e4710ca1ffbace633e4850e02b9a1e0c3b5bf80,0.01354962,EOA,EOA
32,2021-09-24 03:38:50 UTC,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0xdd9a2d9e8ffef7d9b5f628733cb3a9746139b499,0.01613973,EOA,EOA
33,2021-09-24 03:38:50 UTC,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0xf7be8d31541a95937403454a0d48c8a4f5a4a3aa,0.14094507,EOA,EOA
34,2021-09-24 06:34:51 UTC,0x0f1935afe97b45f5c92f7c2411efcf49f0b2c3d0,0x5addc649a65440e6485e83b94e8162d4bf8a6993,0.0,EOA,Contract
35,2021-09-24 07:33:33 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xba1321567780524c0e1a47488179ab4609573cf0,0.02625,EOA,EOA
36,2021-09-24 07:33:33 UTC,0xa4b414c05479f691bb2b6225a06d613029d4c537,0xbf3e3e6c558102f52057b87d385e03ea064c904b,0.017,EOA,Contract
37,2021-09-24 07:33:33 UTC,0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0x685c30a2b92a2f5eb5034a30be7de46c89a0adbe,0.01594877,EOA,EOA
38,2021-09-24 07:33:33 UTC,0x3cd751e6b0078be393132286c442345e5dc49699,0xc5057f31c5eb2e2a971791bb740f150a0a245833,0.02625,EOA,EOA
39,2021-09-24 07:33:33 UTC,0xdf51be4a74ca4d98fd26049dda255d37efdfd4f3,0x090185f2135308bad17527004364ebcc2d37e5f6,0.0,EOA,Contract
40,2021-09-24 07:33:33 UTC,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0xb5b0bf1959225260fe172bf69e1d7543c6e1b1b1,0.02625,EOA,EOA
41,2021-09-24 07:33:33 UTC,0xc5ad6db2a5fdb53c1838184e0a6cd2ba06c0239b,0x17834b754e2f09946ce48d7b5beb4d7d94d98ab6,0.0,EOA,Contract
42,2021-09-24 08:31:06 UTC,0xd05ed8e2733ca6f4f182a5df84fd3884d6033b09,0x4fc8cef7fa9f330a29332bdc773ae45eafbbb815,0.0,EOA,Contract
43,2021-09-24 10:21:47 UTC,0xd6f660aea79dabd5220332a73d4effaeb70b3547,0xa405e822d1c3a8568c6b82eb6e570fca0136f802,0.0,EOA,Contract
44,2021-09-24 11:20:59 UTC,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0x6aca1cb651fb9d1a207b2a279ced05480185aa52,13.005,EOA,EOA
45,2021-09-24 11:20:59 UTC,0x2f9677016cb1e92e8f8a999c4541650c80c8637a,0x2f9677016cb1e92e8f8a999c4541650c80c8637a,0.0,EOA,EOA
46,2021-09-24 11:20:59 UTC,0x2528b985765da6aebde7c6d823915c1cc336b057,0x9799b475dec92bd99bbdd943013325c36157f383,0.0,EOA,Contract
47,2021-09-24 11:20:59 UTC,0x0b9a2bc8b54ff80c352c7f13586b16e7d3f1407b,0xb4b1ff3f1fc779f66bc9907be969c120b99cff7e,0.5,EOA,Contract
48,2021-09-24 11:20:59 UTC,0x5338035c008ea8c4b850052bc8dad6a33dc2206c,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0.0,EOA,Contract
49,2021-09-24 11:20:59 UTC,0xbd0d6165422daa169a87d5706acc51fe70d8fd03,0x893aa950052033ef79d64e9f928642c320bfb416,0.098695924689555,EOA,EOA
50,2021-09-24 12:17:14 UTC,0x2a7ca42cd7a00223d1ef15826a4d0ae03daae015,0x2a7ca42cd7a00223d1ef15826a4d0ae03daae015,0.0,EOA,EOA
51,2021-09-24 16:16:52 UTC,0x646bf56e1d87b353611f456826977a8be2e04f6a,0x5cbe98480a790554403694b98bff71a525907f5d,0.0,EOA,Contract
52,2021-09-24 16:16:52 UTC,0x3eea9bfa4e1e348fbca79bec1bfd900775701c12,0x8d9c526f51fd5bde74c6e6bcb931c046727ea4f6,0.0,EOA,Contract
53,2021-09-24 17:11:20 UTC,0x50684afcff413e3314f5b3dd3c35aee9c1ad78be,0x6317c4cab501655d7b85128a5868e98a094c0082,0.070874,EOA,Contract
54,2021-09-24 22:00:02 UTC,0x7e8d3b139ab0c670d6d992819065f5d684b37479,0x57a204aa1042f6e66dd7730813f4024114d74f37,0.0,EOA,Contract
55,2021-09-24 22:00:02 UTC,0x5ef6cb30bdeb7417eff861e68bb405dc4a0b46c6,0xa53e385a1e97ad43fa9712f427d40381c9cc2063,0.01,EOA,EOA
56,2021-09-24 22:00:02 UTC,0x0e938f234cff703624a24770a18094cd71e2b37b,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0.0,EOA,Contract
